Hotel name,Review Score,User country,Season,Traveler type,Review month,Review weekday,User continent
Tuscany Las Vegas Suites & Casino,5,Australia,Fall,Couples,September,Sunday,Oceania
Tuscany Las Vegas Suites & Casino,5,USA,Fall,Couples,September,Wednesday,North America
Tuscany Las Vegas Suites & Casino,3,UK,Fall,Couples,October,Sunday,Europe
Tuscany Las Vegas Suites & Casino,5,Canada,Fall,Business,October,Friday,North America
Tuscany Las Vegas Suites & Casino,4,USA,Fall,Couples,November,Sunday,North America
Tuscany Las Vegas Suites & Casino,3,USA,Fall,Business,November,Tuesday,North America
Tuscany Las Vegas Suites & Casino,5,Canada,Winter,Families,December,Sunday,North America
Tuscany Las Vegas Suites & Casino,5,USA,Winter,Friends,December,Tuesday,North America
Hilton Grand Vacations at the Flamingo,3,USA,Winter,Business,January,Monday,North America
Hilton Grand Vacations at the Flamingo,5,USA,Winter,Couples,January,Thursday,North America
Hilton Grand Vacations at the Flamingo,2,UK,Winter,Couples,February,Sunday,Europe
Hilton Grand Vacations at the Flamingo,2,USA,Winter,Families,February,Saturday,North America
Hilton Grand Vacations at the Flamingo,5,USA,Spring,Friends,March,Friday,North America
Hilton Grand Vacations at the Flamingo,5,Hawaii,Spring,Couples,March,Tuesday,North America
Hilton Grand Vacations at the Flamingo,3,Hawaii,Spring,Families,April,Wednesday,North America
Hilton Grand Vacations at the Flamingo,3,Canada,Spring,Families,April,Sunday,North America
Hilton Grand Vacations at the Flamingo,3,USA,Spring,Friends,May,Sunday,North America
Hilton Grand Vacations at the Flamingo,3,Canada,Spring,Families,May,Tuesday,North America
Hilton Grand Vacations at the Flamingo,5,USA,Summer,Couples,June,Wednesday,North America
Hilton Grand Vacations at the Flamingo,4,Australia,Summer,Couples,June,Wednesday,Oceania
Hilton Grand Vacations at the Flamingo,3,USA,Summer,Families,July,Sunday,North America
Hilton Grand Vacations at the Flamingo,5,Canada,Summer,Couples,July,Thursday,North America
Hilton Grand Vacations at the Flamingo,4,USA,Summer,Families,August,Sunday,North America
Hilton Grand Vacations at the Flamingo,5,USA,Summer,Families,August,Sunday,North America
Hilton Grand Vacations at the Flamingo,5,Canada,Fall,Friends,September,Saturday,North America
Hilton Grand Vacations at the Flamingo,4,USA,Fall,Business,September,Saturday,North America
Hilton Grand Vacations at the Flamingo,4,Australia,Fall,Families,October,Friday,Oceania
Hilton Grand Vacations at the Flamingo,4,India,Fall,Couples,October,Saturday,Asia
Hilton Grand Vacations at the Flamingo,4,Czech Republic,Fall,Business,November,Thursday,Europe
Hilton Grand Vacations at the Flamingo,5,USA,Fall,Business,November,Sunday,North America
Hilton Grand Vacations at the Flamingo,4,USA,Winter,Couples,December,Tuesday,North America
Hilton Grand Vacations at the Flamingo,5,Mexico,Winter,Families,December,Wednesday,North America
Wyndham Grand Desert,4,USA,Winter,Friends,January,Monday,North America
Wyndham Grand Desert,5,Australia,Winter,Families,January,Sunday,Oceania
Wyndham Grand Desert,5,USA,Winter,Couples,February,Thursday,North America
Wyndham Grand Desert,5,Canada,Winter,Couples,February,Monday,North America
Wyndham Grand Desert,5,USA,Spring,Friends,March,Tuesday,North America
Wyndham Grand Desert,4,USA,Spring,Couples,March,Tuesday,North America
Wyndham Grand Desert,5,Canada,Spring,Families,April,Thursday,North America
Wyndham Grand Desert,5,USA,Spring,Couples,April,Saturday,North America
Wyndham Grand Desert,4,Australia,Spring,Families,May,Thursday,Oceania
Wyndham Grand Desert,4,USA,Spring,Business,May,Tuesday,North America
Wyndham Grand Desert,5,UK,Summer,Couples,June,Tuesday,Europe
Wyndham Grand Desert,5,India,Summer,Families,June,Saturday,Asia
Wyndham Grand Desert,5,UK,Summer,Families,July,Sunday,Europe
Wyndham Grand Desert,4,USA,Summer,Friends,July,Thursday,North America
Wyndham Grand Desert,3,USA,Summer,Families,August,Wednesday,North America
Wyndham Grand Desert,5,Canada,Summer,Couples,August,Monday,North America
Wyndham Grand Desert,5,USA,Fall,Friends,September,Tuesday,North America
Wyndham Grand Desert,4,USA,Fall,Business,September,Sunday,North America
Wyndham Grand Desert,3,Ireland,Fall,Couples,October,Thursday,Europe
Wyndham Grand Desert,4,UK,Fall,Couples,October,Monday,Europe
Wyndham Grand Desert,3,Japan,Fall,Families,November,Monday,Asia
Wyndham Grand Desert,4,USA,Fall,Families,November,Sunday,North America
Wyndham Grand Desert,4,USA,Winter,Families,December,Tuesday,North America
Wyndham Grand Desert,5,Canada,Winter,Friends,December,Saturday,North America
The Venetian Las Vegas Hotel,4,Ireland,Winter,Business,January,Friday,Europe
The Venetian Las Vegas Hotel,5,USA,Winter,Solo,January,Wednesday,North America
The Venetian Las Vegas Hotel,4,USA,Winter,Families,February,Saturday,North America
The Venetian Las Vegas Hotel,5,Mexico,Winter,Couples,February,Sunday,North America
The Venetian Las Vegas Hotel,3,USA,Spring,Couples,March,Thursday,North America
The Venetian Las Vegas Hotel,5,USA,Spring,Couples,March,Wednesday,North America
The Venetian Las Vegas Hotel,5,Israel,Spring,Couples,April,Sunday,Asia
The Venetian Las Vegas Hotel,4,Australia,Spring,Couples,April,Friday,Oceania
The Venetian Las Vegas Hotel,4,Australia,Spring,Families,May,Tuesday,Oceania
The Venetian Las Vegas Hotel,5,UK,Spring,Couples,May,Monday,Europe
The Venetian Las Vegas Hotel,5,USA,Summer,Couples,June,Monday,North America
The Venetian Las Vegas Hotel,5,USA,Summer,Business,June,Sunday,North America
The Venetian Las Vegas Hotel,4,Australia,Summer,Couples,July,Wednesday,Oceania
The Venetian Las Vegas Hotel,4,UK,Summer,Couples,July,Sunday,Europe
The Venetian Las Vegas Hotel,5,Canada,Summer,Families,August,Wednesday,North America
The Venetian Las Vegas Hotel,5,UK,Summer,Couples,August,Saturday,Europe
The Venetian Las Vegas Hotel,5,UK,Fall,Couples,September,Friday,Europe
The Venetian Las Vegas Hotel,5,UK,Fall,Couples,September,Thursday,Europe
The Venetian Las Vegas Hotel,5,Brazil,Fall,Couples,October,Friday,South America
The Venetian Las Vegas Hotel,4,UK,Fall,Couples,October,Thursday,Europe
The Venetian Las Vegas Hotel,5,Switzerland,Fall,Friends,November,Saturday,Europe
The Venetian Las Vegas Hotel,5,Australia,Fall,Couples,November,Saturday,Oceania
The Venetian Las Vegas Hotel,5,Singapore,Winter,Families,December,Thursday,Asia
The Venetian Las Vegas Hotel,4,USA,Winter,Couples,December,Wednesday,North America
Bellagio Las Vegas,4,Australia,Winter,Solo,January,Saturday,Oceania
Bellagio Las Vegas,5,USA,Winter,Families,January,Thursday,North America
Bellagio Las Vegas,4,USA,Winter,Couples,February,Tuesday,North America
Bellagio Las Vegas,5,USA,Winter,Business,February,Friday,North America
Bellagio Las Vegas,5,India,Spring,Couples,March,Tuesday,Asia
Bellagio Las Vegas,2,USA,Spring,Business,March,Tuesday,North America
Bellagio Las Vegas,5,Ireland,Spring,Business,April,Monday,Europe
Bellagio Las Vegas,2,Spain,Spring,Families,April,Tuesday,Europe
Bellagio Las Vegas,3,UK,Spring,Friends,May,Friday,Europe
Bellagio Las Vegas,5,UK,Spring,Couples,May,Thursday,Europe
Bellagio Las Vegas,5,UK,Summer,Families,June,Wednesday,Europe
Bellagio Las Vegas,4,USA,Summer,Business,June,Sunday,North America
Bellagio Las Vegas,5,USA,Summer,Couples,July,Friday,North America
Bellagio Las Vegas,4,Korea,Summer,Families,July,Saturday,Asia
Bellagio Las Vegas,4,USA,Summer,Solo,August,Monday,North America
Bellagio Las Vegas,5,Scotland,Summer,Families,August,Sunday,Europe
Bellagio Las Vegas,5,Ireland,Fall,Couples,September,Tuesday,Europe
Bellagio Las Vegas,4,USA,Fall,Business,September,Tuesday,North America
Bellagio Las Vegas,5,UK,Fall,Couples,October,Sunday,Europe
Bellagio Las Vegas,4,UK,Fall,Couples,October,Saturday,Europe
Bellagio Las Vegas,5,UK,Fall,Friends,November,Monday,Europe
Bellagio Las Vegas,5,Canada,Fall,Friends,November,Saturday,North America
Bellagio Las Vegas,4,India,Winter,Business,December,Monday,Asia
Bellagio Las Vegas,2,Malaysia,Winter,Families,December,Friday,Asia
Paris Las Vegas,4,USA,Winter,Couples,January,Saturday,North America
Paris Las Vegas,5,Canada,Winter,Couples,January,Wednesday,North America
Paris Las Vegas,2,USA,Winter,Couples,February,Wednesday,North America
Paris Las Vegas,4,USA,Winter,Friends,February,Tuesday,North America
Paris Las Vegas,2,USA,Spring,Couples,March,Tuesday,North America
Paris Las Vegas,5,USA,Spring,Couples,March,Friday,North America
Paris Las Vegas,4,USA,Spring,Business,April,Tuesday,North America
Paris Las Vegas,3,Canada,Spring,Friends,April,Monday,North America
Paris Las Vegas,5,USA,Spring,Friends,May,Thursday,North America
Paris Las Vegas,3,USA,Spring,Couples,May,Sunday,North America
Paris Las Vegas,5,Australia,Summer,Couples,June,Saturday,Oceania
Paris Las Vegas,3,Costa Rica,Summer,Couples,June,Sunday,North America
Paris Las Vegas,4,USA,Summer,Couples,July,Friday,North America
Paris Las Vegas,4,UK,Summer,Families,July,Wednesday,Europe
Paris Las Vegas,5,Egypt,Summer,Families,August,Friday,Africa
Paris Las Vegas,5,USA,Summer,Couples,August,Thursday,North America
Paris Las Vegas,4,USA,Fall,Couples,September,Thursday,North America
Paris Las Vegas,5,Canada,Fall,Couples,September,Tuesday,North America
Paris Las Vegas,2,Canada,Fall,Couples,October,Monday,North America
Paris Las Vegas,5,USA,Fall,Couples,October,Saturday,North America
Paris Las Vegas,4,USA,Fall,Couples,November,Monday,North America
Paris Las Vegas,5,USA,Fall,Couples,November,Sunday,North America
Paris Las Vegas,5,Canada,Winter,Couples,December,Saturday,North America
Paris Las Vegas,4,USA,Winter,Friends,December,Thursday,North America
The Westin las Vegas Hotel Casino & Spa,4,Canada,Winter,Couples,January,Monday,North America
The Westin las Vegas Hotel Casino & Spa,3,USA,Winter,Families,January,Tuesday,North America
The Westin las Vegas Hotel Casino & Spa,4,Italy,Winter,Solo,February,Friday,Europe
The Westin las Vegas Hotel Casino & Spa,3,USA,Winter,Couples,February,Monday,North America
The Westin las Vegas Hotel Casino & Spa,5,USA,Spring,Business,March,Wednesday,North America
The Westin las Vegas Hotel Casino & Spa,5,USA,Spring,Friends,March,Thursday,North America
The Westin las Vegas Hotel Casino & Spa,4,USA,Spring,Business,April,Monday,North America
The Westin las Vegas Hotel Casino & Spa,4,Egypt,Spring,Solo,April,Sunday,Africa
The Westin las Vegas Hotel Casino & Spa,3,USA,Spring,Friends,May,Sunday,North America
The Westin las Vegas Hotel Casino & Spa,4,USA,Spring,Couples,May,Tuesday,North America
The Westin las Vegas Hotel Casino & Spa,4,USA,Summer,Solo,June,Monday,North America
The Westin las Vegas Hotel Casino & Spa,3,USA,Summer,Business,June,Sunday,North America
The Westin las Vegas Hotel Casino & Spa,4,India,Summer,Families,July,Monday,Asia
The Westin las Vegas Hotel Casino & Spa,5,USA,Summer,Couples,July,Monday,North America
The Westin las Vegas Hotel Casino & Spa,3,USA,Summer,Families,August,Wednesday,North America
The Westin las Vegas Hotel Casino & Spa,4,USA,Summer,Couples,August,Tuesday,North America
The Westin las Vegas Hotel Casino & Spa,5,USA,Fall,Solo,September,Friday,North America
The Westin las Vegas Hotel Casino & Spa,3,USA,Fall,Couples,September,Wednesday,North America
The Westin las Vegas Hotel Casino & Spa,5,UK,Fall,Couples,October,Monday,Europe
The Westin las Vegas Hotel Casino & Spa,5,UK,Fall,Couples,October,Sunday,Europe
The Westin las Vegas Hotel Casino & Spa,4,Canada,Fall,Couples,November,Thursday,North America
The Westin las Vegas Hotel Casino & Spa,4,USA,Fall,Friends,November,Thursday,North America
The Westin las Vegas Hotel Casino & Spa,2,USA,Winter,Families,December,Wednesday,North America
The Westin las Vegas Hotel Casino & Spa,4,USA,Winter,Families,December,Tuesday,North America
